player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
182,James Trafford,Man City,13,1,4.6,13.581551706198148,1,0,1,CRY (A)
225,Reece James,Chelsea,7,2,5.6,5.425088603874319,1,0,0,EVE (H)
145,Maxim De Cuyper,Brighton,6,2,4.3,5.043953236280332,1,0,0,LIV (A)
256,Daniel Muñoz Mejía,Crystal Palace,8,2,6.1,4.398290818566071,1,0,0,MCI (H)
6,William Saliba,Arsenal,1,2,6.0,4.350450574249534,1,0,0,WOL (H)
47,Morgan Rogers,Aston Villa,2,3,6.9,6.276421086838197,1,0,0,WHU (A)
82,Antoine Semenyo,Bournemouth,4,3,7.7,6.180581862544067,1,0,0,MUN (A)
83,Dango Ouattara,Brentford,5,3,6.0,4.728901972096954,1,0,0,LEE (H)
358,Tanaka Ao,Leeds,11,3,4.8,4.605737164752192,1,0,0,BRE (A)
16,Bukayo Saka,Arsenal,1,3,10.1,4.4933429373558065,1,0,0,WOL (H)
499,Alexander Isak,Liverpool,12,4,10.4,4.421145965906611,1,0,0,BHA (H)
