player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
670,Robin Roefs,Sunderland,17,1,4.6,2.602689938281656,1,0,0,NFO (A)
232,Tosin Adarabioyo,Chelsea,7,2,4.4,5.051213719730605,1,0,0,BHA (H)
148,Ferdi Kadıoğlu,Brighton,6,2,4.4,3.9923456989604276,1,0,0,CHE (A)
694,Nordi Mukiele,Sunderland,17,2,4.1,3.4831635484084287,1,0,0,NFO (A)
709,Ladislav Krejcí,Wolves,20,2,4.5,3.4727881307924036,1,0,0,TOT (A)
698,Noah Okafor,Leeds,11,3,5.5,7.6404400642040535,1,0,1,BOU (H)
449,Bruno Borges Fernandes,Man Utd,14,3,8.9,5.549810546870215,1,0,0,BRE (A)
19,Gabriel Martinelli Silva,Arsenal,1,3,6.9,4.251191361072083,1,0,0,NEW (A)
157,Mitoma Kaoru,Brighton,6,3,6.3,3.3765436413984546,1,0,0,CHE (A)
722,Florentino Ibrain Morris Luís,Burnley,3,3,5.0,3.281532765702756,1,0,0,MCI (A)
691,Dominic Calvert-Lewin,Leeds,11,4,5.5,3.8416401018693267,1,0,0,BOU (H)
