player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
736,Gianluigi Donnarumma,Man City,13,1,5.7,5.89232218295171,1,0,0,ARS (A)
683,Omar Alderete,Sunderland,17,2,4.1,4.4040373765369445,1,0,0,AVL (H)
436,Matthijs de Ligt,Man Utd,14,2,5.0,3.4917368559460407,1,0,0,CHE (H)
145,Maxim De Cuyper,Brighton,6,2,4.4,3.3252572897141803,1,0,0,TOT (H)
342,Jayden Bogle,Leeds,11,2,4.5,3.0606924026549227,1,0,0,WOL (A)
717,Xavi Simons,Spurs,18,3,6.9,6.422346851447919,1,0,0,BHA (A)
415,Sávio Moreira de Oliveira,Man City,13,3,6.9,3.357690995673502,1,0,0,ARS (A)
455,Mason Mount,Man Utd,14,3,5.9,3.2744564413642028,1,0,0,CHE (H)
712,Yéremy Pino Santos,Crystal Palace,8,3,5.8,3.1232574516057507,1,0,0,WHU (A)
668,Granit Xhaka,Sunderland,17,3,5.1,3.0130752064143995,1,0,0,AVL (H)
714,Nick Woltemade,Newcastle,15,4,7.5,8.931546880837084,1,0,1,BOU (A)
