player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
257,Maxence Lacroix,Crystal Palace,8,2,5.1,3.715997462106534,0,1,0,1,BUR (A)
362,Joël Piroe,Leeds,11,4,5.0,3.674009102491783,0,1,0,2,CHE (H)
284,Eddie Nketiah,Crystal Palace,8,4,5.4,3.594606089262169,0,1,0,3,BUR (A)
736,Gianluigi Donnarumma,Man City,13,1,5.7,4.344102747933393,0,1,0,4,FUL (A)
