player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
36,Matty Cash,Aston Villa,2,2,4.6,5.279231650350796,0,1,0,1,EVE (A)
624,Jarrod Bowen,West Ham,19,4,7.8,4.111846611059549,0,1,0,2,TOT (H)
661,Hugo Ekitiké,Liverpool,12,4,8.7,3.2886235603284724,0,1,0,3,BUR (A)
220,Robert Lynch Sánchez,Chelsea,7,1,4.9,6.771109857550983,0,1,0,4,BRE (A)
