player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
366,Alisson Becker,Liverpool,12,1,5.4,5.729589461496509,1,0,0,LEE (A)
230,Wesley Fofana,Chelsea,7,2,4.4,7.329772788871177,1,0,0,BOU (A)
635,Rodrigo Martins Gomes,Wolves,20,2,4.4,5.557480303330327,1,0,0,MUN (H)
145,Maxim De Cuyper,Brighton,6,2,4.3,5.059423572372792,1,0,0,WHU (H)
225,Reece James,Chelsea,7,2,5.6,4.742751197215108,1,0,0,BOU (A)
238,Estêvão Almeida de Oliveira Gonçalves,Chelsea,7,3,6.6,7.468779262617901,1,0,1,BOU (A)
58,Boubacar Kamara,Aston Villa,2,3,4.9,7.293428570702618,1,0,0,ARS (H)
83,Dango Ouattara,Brentford,5,3,6.0,5.969750077117516,1,0,0,TOT (A)
16,Bukayo Saka,Arsenal,1,3,10.1,5.852185144410432,1,0,0,AVL (A)
351,Wilfried Gnonto,Leeds,11,3,5.2,5.667479673657834,1,0,0,LIV (H)
714,Nick Woltemade,Newcastle,15,4,7.4,7.246776882304505,1,0,0,BUR (H)
