player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
736,Gianluigi Donnarumma,Man City,13,1,5.7,6.149233695117835,1,0,0,AVL (A)
694,Nordi Mukiele,Sunderland,17,2,4.1,9.939033294214036,1,0,1,CHE (A)
228,Malo Gusto,Chelsea,7,2,4.9,8.689442996364972,1,0,0,SUN (H)
476,Dan Burn,Newcastle,15,2,5.1,5.806948842143109,1,0,0,FUL (H)
5,Gabriel dos Santos Magalhães,Arsenal,1,2,6.4,5.301562151721455,1,0,0,CRY (H)
676,Lesley Ugochukwu,Burnley,3,3,5.0,5.26828723194877,1,0,0,WOL (A)
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,18,3,5.5,4.9964540638194785,1,0,0,EVE (A)
47,Morgan Rogers,Aston Villa,2,3,6.8,4.452244798512706,1,0,0,MCI (H)
350,Brenden Aaronson,Leeds,11,3,5.4,4.2880459886995865,1,0,0,WHU (H)
430,Erling Haaland,Man City,13,4,14.7,5.085719549363519,1,0,0,AVL (A)
714,Nick Woltemade,Newcastle,15,4,7.5,4.860410559047049,1,0,0,FUL (H)
