player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
669,Dan Ndoye,Nott'm Forest,16,3,5.9,3.320562474228076,0,1,0,1,WHU (H)
668,Granit Xhaka,Sunderland,17,3,5.0,3.3005523911516708,0,1,0,2,BRE (H)
148,Ferdi Kadıoğlu,Brighton,6,2,4.4,2.223194426110912,0,1,0,3,MCI (H)
628,José Malheiro de Sá,Wolves,20,1,4.4,2.368197485174242,0,1,0,4,EVE (H)
