player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
293,Jake O'Brien,Everton,9,2,4.9,4.251231202660275,0,1,0,1,NFO (H)
311,Norberto Bercique Gomes Betuncal,Everton,9,4,5.1,4.033075201683736,0,1,0,2,NFO (H)
526,Igor Jesus Maciel da Cruz,Nott'm Forest,16,4,5.8,3.8549349694941113,0,1,0,3,EVE (A)
182,James Trafford,Man City,13,1,4.6,4.692281690622024,0,1,0,4,SUN (H)
