player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
261,Chris Richards,Crystal Palace,8,2,4.6,4.355001085437225,0,1,0,1,LEE (A)
283,Jean-Philippe Mateta,Crystal Palace,8,4,8.1,3.9439441812747162,0,1,0,2,LEE (A)
526,Igor Jesus Maciel da Cruz,Nott'm Forest,16,4,5.8,3.7683220057446,0,1,0,3,FUL (A)
182,James Trafford,Man City,13,1,4.6,3.578095203016857,0,1,0,4,WHU (H)
