player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,bench_order,next_fixture
681,Benjamin Sesko,Man Utd,14,4,7.3,3.5787258269202384,0,1,0,1,SUN (H)
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,18,3,5.5,3.5294621035577016,0,1,0,2,LEE (A)
293,Jake O'Brien,Everton,9,2,5.0,3.070006549188412,0,1,0,3,CRY (H)
736,Gianluigi Donnarumma,Man City,13,1,5.7,2.129083995288772,0,1,0,4,BRE (A)
